"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","61-80","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","81-100","Medido","","814","814","73674","127767665","1645292.68"
"AyA","2020","Enero","Alcantarillado","Empresarial","81-100","Medido","","366","366","33140","46639732","447741.1"
"AyA","2020","Enero","Hidrantes","Empresarial","81-100","Medido","","814","814","73674","1814911",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","81-100","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","101-120","Medido","","551","551","60775","105991069","1113705.49"
"AyA","2020","Enero","Alcantarillado","Empresarial","101-120","Medido","","246","246","27183","38352066","300940.74"
"AyA","2020","Enero","Hidrantes","Empresarial","101-120","Medido","","551","551","60775","1522507",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","101-120","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","121 y mas","Medido","","2411","2411","1037743","1942996761","4873219.48"
"AyA","2020","Enero","Alcantarillado","Empresarial","121 y mas","Medido","","1000","1000","367726","570695738","1223336.34"
"AyA","2020","Enero","Hidrantes","Empresarial","121 y mas","Medido","","2411","2411","1037743","25519652",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","121 y mas","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Enero","Alcantarillado","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Enero","Hidrantes","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2020","Enero","Acueducto","Empresarial","","Fijo","","423","423","","2505447","102000"
"AyA","2020","Enero","Alcantarillado","Empresarial","","Fijo","","20","20","","579638","24000"
"AyA","2020","Enero","Hidrantes","Empresarial","","Fijo","","423","423","","228525",""
"AyA","2020","Enero","Tarifa Hidrica","Empresarial","","Fijo","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","0-15","Medido","","3215","3215","14533","5109248","6467436.45"
"AyA","2020","Enero","Alcantarillado","Preferencial","0-15","Medido","","915","915","4590","1364505","1114963.22"
"AyA","2020","Enero","Hidrantes","Preferencial","0-15","Medido","","3215","3215","14533","387580",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","0-15","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","16-25","Medido","","698","698","14069","6455824","1404127.73"
"AyA","2020","Enero","Alcantarillado","Preferencial","16-25","Medido","","239","239","4833","1864010","291230.83"
"AyA","2020","Enero","Hidrantes","Preferencial","16-25","Medido","","698","698","14069","395130",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","16-25","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","26-40","Medido","","559","559","18159","10391919","1124509.17"
"AyA","2020","Enero","Alcantarillado","Preferencial","26-40","Medido","","195","195","6318","3018203","237615.11"
"AyA","2020","Enero","Hidrantes","Preferencial","26-40","Medido","","559","559","18159","444948",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","26-40","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","41-60","Medido","","370","370","18291","11535742","744308.39"
"AyA","2020","Enero","Alcantarillado","Preferencial","41-60","Medido","","127","127","6232","3291755","154754.46"
"AyA","2020","Enero","Hidrantes","Preferencial","41-60","Medido","","370","370","18291","481045",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","41-60","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","61-80","Medido","","238","238","16943","11500561","478771.35"
"AyA","2020","Enero","Alcantarillado","Preferencial","61-80","Medido","","104","104","7444","4199556","126728.06"
"AyA","2020","Enero","Hidrantes","Preferencial","61-80","Medido","","238","238","16943","460278",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","61-80","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","81-100","Medido","","149","149","14086","10032219","299735"
"AyA","2020","Enero","Alcantarillado","Preferencial","81-100","Medido","","52","52","4909","2823735","63364.03"
"AyA","2020","Enero","Hidrantes","Preferencial","81-100","Medido","","149","149","14086","366354",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","81-100","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","101-120","Medido","","118","118","13094","9628650","237374.03"
"AyA","2020","Enero","Alcantarillado","Preferencial","101-120","Medido","","48","48","5357","3269137","58489.87"
"AyA","2020","Enero","Hidrantes","Preferencial","101-120","Medido","","118","118","13094","325329",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","101-120","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","121 y mas","Medido","","512","512","431308","351815729","1029961.89"
"AyA","2020","Enero","Alcantarillado","Preferencial","121 y mas","Medido","","203","203","215095","146501004","247363.42"
"AyA","2020","Enero","Hidrantes","Preferencial","121 y mas","Medido","","512","512","431308","10458943",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","121 y mas","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Preferencial","","Fijo","","103","103","","803448","44000"
"AyA","2020","Enero","Alcantarillado","Preferencial","","Fijo","","8","8","","258930","9600"
"AyA","2020","Enero","Hidrantes","Preferencial","","Fijo","","103","103","","54959",""
"AyA","2020","Enero","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","0-15","Medido","","899","899","4018","5647833","1803539.98"
"AyA","2020","Enero","Alcantarillado","Gobierno","0-15","Medido","","380","380","1647","1855860","459104.27"
"AyA","2020","Enero","Hidrantes","Gobierno","0-15","Medido","","899","899","4018","199560",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","0-15","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","16-25","Medido","","182","182","3685","5590703","365121.55"
"AyA","2020","Enero","Alcantarillado","Gobierno","16-25","Medido","","89","89","1831","2228389","107527.05"
"AyA","2020","Enero","Hidrantes","Gobierno","16-25","Medido","","182","182","3685","152024",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","16-25","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","26-40","Medido","","171","171","5545","9023248","343053.77"
"AyA","2020","Enero","Alcantarillado","Gobierno","26-40","Medido","","77","77","2442","3208395","93029.02"
"AyA","2020","Enero","Hidrantes","Gobierno","26-40","Medido","","171","171","5545","202695",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","26-40","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","41-60","Medido","","144","144","7149","12024008","288887.38"
"AyA","2020","Enero","Alcantarillado","Gobierno","41-60","Medido","","63","63","3136","4265600","76114.65"
"AyA","2020","Enero","Hidrantes","Gobierno","41-60","Medido","","144","144","7149","254248",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","41-60","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","61-80","Medido","","88","88","6120","10506997","176542.29"
"AyA","2020","Enero","Alcantarillado","Gobierno","61-80","Medido","","31","31","2117","2936656","37453.24"
"AyA","2020","Enero","Hidrantes","Gobierno","61-80","Medido","","88","88","6120","222635",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","61-80","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","81-100","Medido","","81","81","7215","12522274","162499.15"
"AyA","2020","Enero","Alcantarillado","Gobierno","81-100","Medido","","31","31","2779","3914254","37453.24"
"AyA","2020","Enero","Hidrantes","Gobierno","81-100","Medido","","81","81","7215","179281",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","81-100","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","101-120","Medido","","42","42","4600","8004733","84258.82"
"AyA","2020","Enero","Alcantarillado","Gobierno","101-120","Medido","","27","27","2967","4105918","32620.57"
"AyA","2020","Enero","Hidrantes","Gobierno","101-120","Medido","","42","42","4600","141402",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","101-120","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","121 y mas","Medido","","339","339","42828","97021027","680089.05"
"AyA","2020","Enero","Alcantarillado","Gobierno","121 y mas","Medido","","183","183","17666","39892196","221094.95"
"AyA","2020","Enero","Hidrantes","Gobierno","121 y mas","Medido","","339","339","42828","794495",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","121 y mas","Medido","","","","","",""
"AyA","2020","Enero","Acueducto","Gobierno","","Fijo","","22","22","","44000","2000"
"AyA","2020","Enero","Alcantarillado","Gobierno","","Fijo","","","","","",""
"AyA","2020","Enero","Hidrantes","Gobierno","","Fijo","","22","22","","11857",""
"AyA","2020","Enero","Tarifa Hidrica","Gobierno","","Fijo","","","","","",""
"ESPH","2020","Enero","Acueducto","Domiciliar","0-15","Medido","","32801","32801","281441","89497961.47","270375364.79"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","0-15","Medido","","10369","10369","89873","19232002.65","42708678.6"
"ESPH","2020","Enero","Hidrantes","Domiciliar","0-15","Medido","","32801","32801","281441","7264001.47",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","0-15","Medido","","32801","32801","281441","4221602.22",""
"ESPH","2020","Enero","Acueducto","Domiciliar","16-25","Medido","","19159","19159","382189","141634115.76","157925722.21"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","16-25","Medido","","5727","5727","114107","28423353.01","23588832.32"
"ESPH","2020","Enero","Hidrantes","Domiciliar","16-25","Medido","","19159","19159","382189","9864298.57",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","16-25","Medido","","19159","19159","382189","5732834.84",""
"ESPH","2020","Enero","Acueducto","Domiciliar","26-40","Medido","","10740","10740","336560","144222236.79","88528746.62"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","26-40","Medido","","2715","2715","84272","24791559.93","11182762.31"
"ESPH","2020","Enero","Hidrantes","Domiciliar","26-40","Medido","","10740","10740","336560","8686613.46",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","26-40","Medido","","10740","10740","336560","5048399.54",""
"ESPH","2020","Enero","Acueducto","Domiciliar","41-60","Medido","","3061","3061","146244","71559613.73","25231517.08"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","41-60","Medido","","607","607","28587","9663507.09","2500160.86"
"ESPH","2020","Enero","Hidrantes","Domiciliar","41-60","Medido","","3061","3061","146244","3774557.64",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","41-60","Medido","","3061","3061","146244","2193660",""
"ESPH","2020","Enero","Acueducto","Domiciliar","61-80","Medido","","629","629","42717","26307860.97","5184784.14"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","61-80","Medido","","80","80","5399","2199036.2","329510.49"
"ESPH","2020","Enero","Hidrantes","Domiciliar","61-80","Medido","","629","629","42717","1102525.77",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","61-80","Medido","","629","629","42717","640755",""
"ESPH","2020","Enero","Acueducto","Domiciliar","81-100","Medido","","213","213","18940","14535361","1755737.71"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","81-100","Medido","","23","23","2037","994357.33","94734.27"
"ESPH","2020","Enero","Hidrantes","Domiciliar","81-100","Medido","","213","213","18940","488841.38",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","81-100","Medido","","213","213","18940","284099.94",""
"ESPH","2020","Enero","Acueducto","Domiciliar","101-120","Medido","","86","86","9249","7915505.43","708889.4"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","101-120","Medido","","13","13","1404","750758.19","53545.45"
"ESPH","2020","Enero","Hidrantes","Domiciliar","101-120","Medido","","86","86","9249","238716.69",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","101-120","Medido","","86","86","9249","138735",""
"ESPH","2020","Enero","Acueducto","Domiciliar","121 y mas","Medido","","130","130","47907","34785887.1","1071577.01"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","121 y mas","Medido","","13","13","3306","1380000.65","53545.45"
"ESPH","2020","Enero","Hidrantes","Domiciliar","121 y mas","Medido","","130","130","47907","1236470.39",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","130","130","47907","718597.86",""
"ESPH","2020","Enero","Acueducto","Domiciliar","","Fijo","","69","69","","680626.98","73800"
"ESPH","2020","Enero","Alcantarillado","Domiciliar","","Fijo","","3","3","","19218","178200"
"ESPH","2020","Enero","Hidrantes","Domiciliar","","Fijo","","69","69","","42630.27",""
"ESPH","2020","Enero","Tarifa Hidrica","Domiciliar","","Fijo","","69","69","","26565",""
"ESPH","2020","Enero","Acueducto","Empresarial","0-15","Medido","","4127","4127","17574","13373654.28","36808747.11"
"ESPH","2020","Enero","Alcantarillado","Empresarial","0-15","Medido","","2525","2525","10386","4652464.52","36951796.88"
"ESPH","2020","Enero","Hidrantes","Empresarial","0-15","Medido","","4127","4127","17574","453586.42",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","0-15","Medido","","4127","4127","17574","263609.63",""
"ESPH","2020","Enero","Acueducto","Empresarial","16-25","Medido","","682","682","13621","12081345.01","6082763.64"
"ESPH","2020","Enero","Alcantarillado","Empresarial","16-25","Medido","","325","325","6406","3327631","4756171.88"
"ESPH","2020","Enero","Hidrantes","Empresarial","16-25","Medido","","682","682","13621","351558.01",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","16-25","Medido","","682","682","13621","204315",""
"ESPH","2020","Enero","Acueducto","Empresarial","26-40","Medido","","495","495","15848","16322252.37","4414909.09"
"ESPH","2020","Enero","Alcantarillado","Empresarial","26-40","Medido","","234","234","7538","4581358.56","3424443.75"
"ESPH","2020","Enero","Hidrantes","Empresarial","26-40","Medido","","495","495","15848","409036.88",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","26-40","Medido","","495","495","15848","237720",""
"ESPH","2020","Enero","Acueducto","Empresarial","41-60","Medido","","280","280","13604","15110950.43","2497322.31"
"ESPH","2020","Enero","Alcantarillado","Empresarial","41-60","Medido","","111","111","5356","3503070.36","1624415.63"
"ESPH","2020","Enero","Hidrantes","Empresarial","41-60","Medido","","280","280","13604","351119.24",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","41-60","Medido","","280","280","13604","204060",""
"ESPH","2020","Enero","Acueducto","Empresarial","61-80","Medido","","155","155","10772","12471594.85","1382446.28"
"ESPH","2020","Enero","Alcantarillado","Empresarial","61-80","Medido","","65","65","4496","3066966.2","951234.38"
"ESPH","2020","Enero","Hidrantes","Empresarial","61-80","Medido","","155","155","10772","278025.32",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","61-80","Medido","","155","155","10772","161580",""
"ESPH","2020","Enero","Acueducto","Empresarial","81-100","Medido","","83","83","7405","8752112.29","740277.69"
"ESPH","2020","Enero","Alcantarillado","Empresarial","81-100","Medido","","38","38","3380","2354414.8","556106.25"
"ESPH","2020","Enero","Hidrantes","Empresarial","81-100","Medido","","83","83","7405","191123.05",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","81-100","Medido","","83","83","7405","111075",""
"ESPH","2020","Enero","Acueducto","Empresarial","101-120","Medido","","63","63","6906","8271686.97","561897.52"
"ESPH","2020","Enero","Alcantarillado","Empresarial","101-120","Medido","","23","23","2509","1771056.96","336590.63"
"ESPH","2020","Enero","Hidrantes","Empresarial","101-120","Medido","","63","63","6906","178243.86",""
"ESPH","2020","Enero","Tarifa Hidrica","Empresarial","101-120","Medido","","63","63","6906","103590",""
